vid	yid	start	end	raw-text	tokenized-text	gloss	split
asrOlvIEl9E-00:00:42.900-00:00:46.460	asrOlvIEl9E	00:00:42.900	00:00:46.460	If you decide to come to conference, some new	if you decide to come to conference some new		test
asrOlvIEl9E-00:00:47.085-00:00:58.925	asrOlvIEl9E	00:00:47.085	00:00:58.925	more entertainment, FastTrack™  automated check-in, a new mobile app,	more entertainment fasttrack  automated checkin a new mobile app		train
asrOlvIEl9E-00:00:59.325-00:01:08.565	asrOlvIEl9E	00:00:59.325	00:01:08.565	and similar to years past, we will bring back our semi-formal closing banquet.	and similar to years past we will bring back our semiformal closing banquet		valid
asrOlvIEl9E-00:01:08.546-00:01:13.826	asrOlvIEl9E	00:01:08.546	00:01:13.826	There will also be more networking opportunities for you to	there will also be more networking opportunities for you to		train
asrOlvIEl9E-00:01:14.189-00:01:23.709	asrOlvIEl9E	00:01:14.189	00:01:23.709	More information on the conference and preliminary schedule is available at www.rid.org/conferences.	more information on the conference and preliminary schedule is available at wwwridorgconferences		train
asrOlvIEl9E-00:01:24.569-00:01:31.889	asrOlvIEl9E	00:01:24.569	00:01:31.889	This is a wonderful opportunity for us to look back and honor	this is a wonderful opportunity for us to look back and honor		test
asrOlvIEl9E-00:01:31.889-00:01:38.769	asrOlvIEl9E	00:01:31.889	00:01:38.769	the interactive Memory Lane with a variety of pictures, stories,	the interactive memory lane with a variety of pictures stories		train
asrOlvIEl9E-00:01:38.769-00:01:43.792	asrOlvIEl9E	00:01:38.769	00:01:43.792	leaders in our profession; it'll be a really wonderful experience.	leaders in our profession itll be a really wonderful experience		test
asrOlvIEl9E-00:01:43.979-00:01:52.070	asrOlvIEl9E	00:01:43.979	00:01:52.070	We will also have opening ceremonies that will include past	we will also have opening ceremonies that will include past		train
asrOlvIEl9E-00:01:52.094-00:01:56.570	asrOlvIEl9E	00:01:52.094	00:01:56.570	how different topics and programs came to be and the	how different topics and programs came to be and the		train
asrOlvIEl9E-00:01:56.789-00:02:02.550	asrOlvIEl9E	00:01:56.789	00:02:02.550	We are also excited to have RID pioneers come and will	we are also excited to have rid pioneers come and will		train
asrOlvIEl9E-00:02:02.549-00:02:07.950	asrOlvIEl9E	00:02:02.549	00:02:07.950	interact with them, learn about our profession from their stories	interact with them learn about our profession from their stories		train
asrOlvIEl9E-00:02:08.166-00:02:13.090	asrOlvIEl9E	00:02:08.166	00:02:13.090	Lou Fant, a famous founder of our organization, wrote in his book,	lou fant a famous founder of our organization wrote in his book		train
asrOlvIEl9E-00:02:13.634-00:02:19.050	asrOlvIEl9E	00:02:13.634	00:02:19.050	"""It is doubtful that any of us gathered there on"	it is doubtful that any of us gathered there on		train
asrOlvIEl9E-00:02:19.047-00:02:24.100	asrOlvIEl9E	00:02:19.047	00:02:24.100	We knew we were breaking new ground but there	we knew we were breaking new ground but there		test
asrOlvIEl9E-00:02:24.103-00:02:27.980	asrOlvIEl9E	00:02:24.103	00:02:27.980	that we were setting in motion forces that	that we were setting in motion forces that		test
asrOlvIEl9E-00:02:29.410-00:02:34.410	asrOlvIEl9E	00:02:29.410	00:02:34.410	We are excited to honor those who laid RID's foundation but also	we are excited to honor those who laid rids foundation but also		train
asrOlvIEl9E-00:02:34.410-00:02:39.410	asrOlvIEl9E	00:02:34.410	00:02:39.410	very excited to cultivate pioneers for the future at this conference.	very excited to cultivate pioneers for the future at this conference		train
asrOlvIEl9E-00:02:39.982-00:02:44.740	asrOlvIEl9E	00:02:39.982	00:02:44.740	We hope to gather to learn together, discuss	we hope to gather to learn together discuss		test
asrOlvIEl9E-00:02:44.901-00:02:53.140	asrOlvIEl9E	00:02:44.901	00:02:53.140	Just as Lou Fant didn't think he would become a pioneer,	just as lou fant didnt think he would become a pioneer		train
asrOlvIEl9E-00:02:53.141-00:02:58.100	asrOlvIEl9E	00:02:53.141	00:02:58.100	but those who want what's best for the organization and who	but those who want whats best for the organization and who		train
asrOlvIEl9E-00:02:58.604-00:03:07.200	asrOlvIEl9E	00:02:58.604	00:03:07.200	Our registration opens today and we hope you'll take advantage of	our registration opens today and we hope youll take advantage of		train
asrOlvIEl9E-00:03:07.568-00:03:09.930	asrOlvIEl9E	00:03:07.568	00:03:09.930	See you at our conference in August!	see you at our conference in august		train
GdYNF6g73eI-00:00:02.100-00:00:03.266	GdYNF6g73eI	00:00:02.100	00:00:03.266	[APPLAUSE]	applause		test
GdYNF6g73eI-00:00:03.266-00:00:05.366	GdYNF6g73eI	00:00:03.266	00:00:05.366	- I'M GONNA GET UP NOW.	 im gonna get up now		train
GdYNF6g73eI-00:00:05.366-00:00:07.866	GdYNF6g73eI	00:00:05.366	00:00:07.866	- DO YOU FEEL COMFORTABLE THERE?	 do you feel comfortable there		train
GdYNF6g73eI-00:00:07.866-00:00:09.033	GdYNF6g73eI	00:00:07.866	00:00:09.033	THANK YOU.	thank you		train
GdYNF6g73eI-00:00:12.600-00:00:14.033	GdYNF6g73eI	00:00:12.600	00:00:14.033	THANK YOU.	thank you		train
GdYNF6g73eI-00:00:17.600-00:00:20.600	GdYNF6g73eI	00:00:17.600	00:00:20.600	I'VE BEEN WATCHING AND WATCHING	ive been watching and watching		train
GdYNF6g73eI-00:00:20.600-00:00:23.600	GdYNF6g73eI	00:00:20.600	00:00:23.600	UNTIL IT WAS 1:00, AND	until it was 100 and		train
GdYNF6g73eI-00:00:23.600-00:00:25.800	GdYNF6g73eI	00:00:23.600	00:00:25.800	NOW, THIS MORNING,	now this morning		train
GdYNF6g73eI-00:00:25.800-00:00:27.433	GdYNF6g73eI	00:00:25.800	00:00:27.433	PRESENTED BY PETER COOK,	presented by peter cook		train
GdYNF6g73eI-00:00:27.433-00:00:30.500	GdYNF6g73eI	00:00:27.433	00:00:30.500	AND, OH, I CAN'T DESCRIBE	and oh i cant describe		train
GdYNF6g73eI-00:00:30.500-00:00:34.533	GdYNF6g73eI	00:00:30.500	00:00:34.533	I'M NOT SURE MY PERFORMANCE	im not sure my performance		train
GdYNF6g73eI-00:00:34.533-00:00:37.100	GdYNF6g73eI	00:00:34.533	00:00:37.100	I LIKE TO DO IT WITH A	i like to do it with a		test
GdYNF6g73eI-00:00:37.100-00:00:38.600	GdYNF6g73eI	00:00:37.100	00:00:38.600	LIKE PETER COOK DID.	like peter cook did		train
GdYNF6g73eI-00:00:38.600-00:00:42.100	GdYNF6g73eI	00:00:38.600	00:00:42.100	MY STORY, ALL OF MY BACKGROUND	my story all of my background		valid
GdYNF6g73eI-00:00:42.100-00:00:45.800	GdYNF6g73eI	00:00:42.100	00:00:45.800	PRESENTS MYSELF AS I AM NOW,	presents myself as i am now		train
GdYNF6g73eI-00:00:45.800-00:00:48.066	GdYNF6g73eI	00:00:45.800	00:00:48.066	I'D LIKE TO START	id like to start		train
GdYNF6g73eI-00:00:50.600-00:00:53.033	GdYNF6g73eI	00:00:50.600	00:00:53.033	CAN EVERYBODY SEE	can everybody see		train
GdYNF6g73eI-00:01:14.866-00:01:16.466	GdYNF6g73eI	00:01:14.866	00:01:16.466	ALL RIGHT?	all right		train
GdYNF6g73eI-00:01:19.100-00:01:21.700	GdYNF6g73eI	00:01:19.100	00:01:21.700	I'D LIKE TO SIGN	id like to sign		train
GdYNF6g73eI-00:01:27.600-00:01:31.300	GdYNF6g73eI	00:01:27.600	00:01:31.300	NOBODY HEARD HIM,	nobody heard him		train
GdYNF6g73eI-00:01:31.300-00:01:34.533	GdYNF6g73eI	00:01:31.300	00:01:34.533	BUT STILL HE LAY MOANING.	but still he lay moaning		train
GdYNF6g73eI-00:01:34.533-00:01:38.600	GdYNF6g73eI	00:01:34.533	00:01:38.600	"""I WAS MUCH FARTHER OUT"	i was much farther out		train
GdYNF6g73eI-00:01:38.600-00:01:43.333	GdYNF6g73eI	00:01:38.600	00:01:43.333	AND NOT WAVING,	and not waving		train
GdYNF6g73eI-00:01:43.333-00:01:47.100	GdYNF6g73eI	00:01:43.333	00:01:47.100	POOR CHAP.	poor chap		train
GdYNF6g73eI-00:01:47.100-00:01:49.600	GdYNF6g73eI	00:01:47.100	00:01:49.600	AND NOW HE'S DEAD.	and now hes dead		train
GdYNF6g73eI-00:01:49.600-00:01:51.533	GdYNF6g73eI	00:01:49.600	00:01:51.533	"""MUST HAVE BEEN"	must have been		train
GdYNF6g73eI-00:01:51.533-00:01:55.533	GdYNF6g73eI	00:01:51.533	00:01:55.533	"AND HIS HEART GAVE WAY,"""	and his heart gave way		train
GdYNF6g73eI-00:01:55.533-00:02:01.500	GdYNF6g73eI	00:01:55.533	00:02:01.500	"""OH, NO. NO, NO."	oh no no no		train
GdYNF6g73eI-00:02:01.500-00:02:05.566	GdYNF6g73eI	00:02:01.500	00:02:05.566	STILL, THE DEAD ONE	still the dead one		valid
GdYNF6g73eI-00:02:05.566-00:02:10.333	GdYNF6g73eI	00:02:05.566	00:02:10.333	"""I WAS MUCH TOO FAR OUT"	i was much too far out		valid
GdYNF6g73eI-00:02:10.333-00:02:14.066	GdYNF6g73eI	00:02:10.333	00:02:14.066	AND NOT WAVING,	and not waving		valid
GdYNF6g73eI-00:02:17.600-00:02:19.033	GdYNF6g73eI	00:02:17.600	00:02:19.033	[APPLAUSE]	applause		valid
GdYNF6g73eI-00:02:22.266-00:02:23.933	GdYNF6g73eI	00:02:22.266	00:02:23.933	FINE. FINE.	fine fine		train
GdYNF6g73eI-00:02:23.933-00:02:26.600	GdYNF6g73eI	00:02:23.933	00:02:26.600	NOW, YOU NOTICE AS	now you notice as		train
GdYNF6g73eI-00:02:26.600-00:02:29.266	GdYNF6g73eI	00:02:26.600	00:02:29.266	I WONDER IF THERE WAS ANYTHING	i wonder if there was anything		train
GdYNF6g73eI-00:02:29.266-00:02:30.566	GdYNF6g73eI	00:02:29.266	00:02:30.566	ABOUT THE WAY I SIGN THIS.	about the way i sign this		train
GdYNF6g73eI-00:02:30.566-00:02:33.100	GdYNF6g73eI	00:02:30.566	00:02:33.100	WHAT DID YOU JUST NOTICE?	what did you just notice		train
GdYNF6g73eI-00:02:33.100-00:02:37.066	GdYNF6g73eI	00:02:33.100	00:02:37.066	OK, NOTICE THAT I SIGN THIS,	ok notice that i sign this		test
GdYNF6g73eI-00:02:37.066-00:02:40.133	GdYNF6g73eI	00:02:37.066	00:02:40.133	OK, THAT'S ONE THING.	ok thats one thing		valid
GdYNF6g73eI-00:02:40.133-00:02:42.466	GdYNF6g73eI	00:02:40.133	00:02:42.466	SEEING THAT THERE WERE	seeing that there were		train
GdYNF6g73eI-00:02:42.466-00:02:45.900	GdYNF6g73eI	00:02:42.466	00:02:45.900	ALL RIGHT.	all right		train
GdYNF6g73eI-00:02:47.433-00:02:50.100	GdYNF6g73eI	00:02:47.433	00:02:50.100	SAID IT WAS CLOSE TO ENGLISH.	said it was close to english		train
GdYNF6g73eI-00:02:50.100-00:02:53.033	GdYNF6g73eI	00:02:50.100	00:02:53.033	OK. THAT'S WHAT	ok thats what		train
GdYNF6g73eI-00:02:53.033-00:02:55.100	GdYNF6g73eI	00:02:53.033	00:02:55.100	THAT'S ONE THING THAT I NOTICED	thats one thing that i noticed		test
GdYNF6g73eI-00:02:55.100-00:02:57.533	GdYNF6g73eI	00:02:55.100	00:02:57.533	IT'S ALMOST	its almost		valid
GdYNF6g73eI-00:02:57.533-00:02:59.600	GdYNF6g73eI	00:02:57.533	00:02:59.600	IT FOLLOWS IT	it follows it		train
GdYNF6g73eI-00:02:59.600-00:03:02.166	GdYNF6g73eI	00:02:59.600	00:03:02.166	AND THIS HAS ALWAYS BEEN	and this has always been		train
GdYNF6g73eI-00:03:02.166-00:03:04.033	GdYNF6g73eI	00:03:02.166	00:03:04.033	AS I'VE GROWN	as ive grown		train
GdYNF6g73eI-00:03:04.033-00:03:05.900	GdYNF6g73eI	00:03:04.033	00:03:05.900	NOW, I AM A DEAF GENTLEMAN,	now i am a deaf gentleman		train
GdYNF6g73eI-00:03:05.900-00:03:08.066	GdYNF6g73eI	00:03:05.900	00:03:08.066	AND I'VE ALWAYS HAD	and ive always had		train
GdYNF6g73eI-00:03:08.066-00:03:10.033	GdYNF6g73eI	00:03:08.066	00:03:10.033	SHOULD I SIGN CLOSER	should i sign closer		valid
GdYNF6g73eI-00:03:12.366-00:03:15.433	GdYNF6g73eI	00:03:12.366	00:03:15.433	I ALWAYS USED ASL	i always used asl		test
GdYNF6g73eI-00:03:15.433-00:03:18.966	GdYNF6g73eI	00:03:15.433	00:03:18.966	AND THESE TWO WARRING FACTIONS	and these two warring factions		train
GdYNF6g73eI-00:03:18.966-00:03:21.500	GdYNF6g73eI	00:03:18.966	00:03:21.500	AND THAT'S WHAT I'D LIKE TO	and thats what id like to		train
GdYNF6g73eI-00:03:21.500-00:03:24.166	GdYNF6g73eI	00:03:21.500	00:03:24.166	THIS TURMOIL	this turmoil		valid
GdYNF6g73eI-00:03:24.166-00:03:26.166	GdYNF6g73eI	00:03:24.166	00:03:26.166	PLUS, WHAT'S THE	plus whats the		train
GdYNF6g73eI-00:03:26.166-00:03:27.900	GdYNF6g73eI	00:03:26.166	00:03:27.900	I'M NOT SURE I EVER	im not sure i ever		test
GdYNF6g73eI-00:03:27.900-00:03:29.566	GdYNF6g73eI	00:03:27.900	00:03:29.566	BUT MY UNDERSTANDING HAS GROWN	but my understanding has grown		train
GdYNF6g73eI-00:03:29.566-00:03:32.100	GdYNF6g73eI	00:03:29.566	00:03:32.100	AND CHANGED AND EVOLVED	and changed and evolved		valid
GdYNF6g73eI-00:03:32.100-00:03:34.100	GdYNF6g73eI	00:03:32.100	00:03:34.100	UNTIL IT'S ARRIVED	until its arrived		valid
GdYNF6g73eI-00:03:34.100-00:03:37.600	GdYNF6g73eI	00:03:34.100	00:03:37.600	NOW, PETER COOK'S PRESENTATION	now peter cooks presentation		train
GdYNF6g73eI-00:03:37.600-00:03:40.533	GdYNF6g73eI	00:03:37.600	00:03:40.533	"I THOUGHT, ""YES, THAT'S"	i thought yes thats		train
GdYNF6g73eI-00:03:40.533-00:03:42.800	GdYNF6g73eI	00:03:40.533	00:03:42.800	AFTERWARDS, I WENT	afterwards i went		train
GdYNF6g73eI-00:03:42.800-00:03:44.666	GdYNF6g73eI	00:03:42.800	00:03:44.666	AND RUMINATED ABOUT	and ruminated about		train
GdYNF6g73eI-00:03:44.666-00:03:47.066	GdYNF6g73eI	00:03:44.666	00:03:47.066	AND I HAD ALL THESE IDEAS	and i had all these ideas		train
GdYNF6g73eI-00:03:47.066-00:03:50.100	GdYNF6g73eI	00:03:47.066	00:03:50.100	I FELT THAT WE REALLY MATCHED.	i felt that we really matched		train
GdYNF6g73eI-00:03:50.100-00:03:53.600	GdYNF6g73eI	00:03:50.100	00:03:53.600	NOW, THAT OVERHEAD	now that overhead		train
GdYNF6g73eI-00:03:53.600-00:03:56.600	GdYNF6g73eI	00:03:53.600	00:03:56.600	THAT WAS SHOWN BEFORE	that was shown before		train
GdYNF6g73eI-00:03:56.600-00:03:58.100	GdYNF6g73eI	00:03:56.600	00:03:58.100	AND ALLEN GINSBERG,	and allen ginsberg		train
GdYNF6g73eI-00:03:58.100-00:03:59.933	GdYNF6g73eI	00:03:58.100	00:03:59.933	I PLANNED TO USE THAT	i planned to use that		train
GdYNF6g73eI-00:03:59.933-00:04:01.600	GdYNF6g73eI	00:03:59.933	00:04:01.600	"I THOUGHT, ""HMM, WHAT"	i thought hmm what		train
GdYNF6g73eI-00:04:01.600-00:04:03.300	GdYNF6g73eI	00:04:01.600	00:04:03.300	AND THEN PETER COOK	and then peter cook		train
GdYNF6g73eI-00:04:03.300-00:04:05.100	GdYNF6g73eI	00:04:03.300	00:04:05.100	"AND I THOUGHT, ""I PLANNED TO USE"	and i thought i planned to use		train
GdYNF6g73eI-00:04:05.100-00:04:07.600	GdYNF6g73eI	00:04:05.100	00:04:07.600	"NOW WHAT AM I GONNA DO?"""	now what am i gonna do		train
GdYNF6g73eI-00:04:07.600-00:04:10.666	GdYNF6g73eI	00:04:07.600	00:04:10.666	WELL, IT DOESN'T MATTER	well it doesnt matter		test
GdYNF6g73eI-00:04:10.666-00:04:13.466	GdYNF6g73eI	00:04:10.666	00:04:13.466	IT SEEMS THAT INSIDE,	it seems that inside		train
GdYNF6g73eI-00:04:13.466-00:04:16.600	GdYNF6g73eI	00:04:13.466	00:04:16.600	I STILL HAVE A YEARNING,	i still have a yearning		train
GdYNF6g73eI-00:04:16.600-00:04:20.966	GdYNF6g73eI	00:04:16.600	00:04:20.966	I STILL HAVE THINGS THAT I WANT	i still have things that i want		valid
GdYNF6g73eI-00:04:20.966-00:04:23.600	GdYNF6g73eI	00:04:20.966	00:04:23.600	I STILL WANT TO TALK ABOUT	i still want to talk about		train
GdYNF6g73eI-00:04:23.600-00:04:26.000	GdYNF6g73eI	00:04:23.600	00:04:26.000	I STILL WANT TO TALK	i still want to talk		train
GdYNF6g73eI-00:04:26.000-00:04:28.900	GdYNF6g73eI	00:04:26.000	00:04:28.900	OF THE MEANING OF POETRY	of the meaning of poetry		train
GdYNF6g73eI-00:04:28.900-00:04:31.933	GdYNF6g73eI	00:04:28.900	00:04:31.933	BY ALL THE DIFFERENT PEOPLE	by all the different people		train
GdYNF6g73eI-00:04:31.933-00:04:33.500	GdYNF6g73eI	00:04:31.933	00:04:33.500	OF SIGN LANGUAGE RESEARCH,	of sign language research		train
GdYNF6g73eI-00:04:33.500-00:04:35.700	GdYNF6g73eI	00:04:33.500	00:04:35.700	ALL THE FINDINGS	all the findings		train
GdYNF6g73eI-00:04:35.700-00:04:38.433	GdYNF6g73eI	00:04:35.700	00:04:38.433	ALSO MY INSTITUTE UPBRINGING	also my institute upbringing		train
GdYNF6g73eI-00:04:38.433-00:04:40.100	GdYNF6g73eI	00:04:38.433	00:04:40.100	HOW THAT FORMED MY CHARACTER,	how that formed my character		train
GdYNF6g73eI-00:04:40.100-00:04:42.433	GdYNF6g73eI	00:04:40.100	00:04:42.433	HOW MY FAMILY INFLUENCED ME	how my family influenced me		train
GdYNF6g73eI-00:04:42.433-00:04:44.600	GdYNF6g73eI	00:04:42.433	00:04:44.600	AND GALLAUDET COLLEGE,	and gallaudet college		test
GdYNF6g73eI-00:04:44.600-00:04:46.900	GdYNF6g73eI	00:04:44.600	00:04:46.900	ALSO, I WAS INVOLVED WITH	also i was involved with		train
GdYNF6g73eI-00:04:46.900-00:04:48.933	GdYNF6g73eI	00:04:46.900	00:04:48.933	AND THAT WAS ANOTHER LAYER.	and that was another layer		train
GdYNF6g73eI-00:04:48.933-00:04:51.766	GdYNF6g73eI	00:04:48.933	00:04:51.766	I SEEM TO HAVE BEEN AWASH	i seem to have been awash		train
GdYNF6g73eI-00:04:51.766-00:04:53.166	GdYNF6g73eI	00:04:51.766	00:04:53.166	AND THAT CONTINUES.	and that continues		valid
GdYNF6g73eI-00:04:56.333-00:04:58.700	GdYNF6g73eI	00:04:56.333	00:04:58.700	NOW, I WANT YOU TO	now i want you to		train
GdYNF6g73eI-00:04:58.700-00:05:01.500	GdYNF6g73eI	00:04:58.700	00:05:01.500	THAT IF YOU CARE TO INTERRUPT ME	that if you care to interrupt me		train
GdYNF6g73eI-00:05:01.500-00:05:03.200	GdYNF6g73eI	00:05:01.500	00:05:03.200	I WILL REALLY URGE YOU	i will really urge you		train
GdYNF6g73eI-00:05:03.200-00:05:06.600	GdYNF6g73eI	00:05:03.200	00:05:06.600	I WON'T COMPLAIN,	i wont complain		train
GdYNF6g73eI-00:05:06.600-00:05:08.433	GdYNF6g73eI	00:05:06.600	00:05:08.433	BECAUSE I THINK THAT THAT'S	because i think that thats		train
GdYNF6g73eI-00:05:08.433-00:05:10.100	GdYNF6g73eI	00:05:08.433	00:05:10.100	OF DEAF CULTURE.	of deaf culture		test
GdYNF6g73eI-00:05:10.100-00:05:12.133	GdYNF6g73eI	00:05:10.100	00:05:12.133	IF I SEE YOU WITH	if i see you with		train
GdYNF6g73eI-00:05:12.133-00:05:14.600	GdYNF6g73eI	00:05:12.133	00:05:14.600	I'D WANT A DISCUSSION TO ENSUE.	id want a discussion to ensue		train
GdYNF6g73eI-00:05:14.600-00:05:16.600	GdYNF6g73eI	00:05:14.600	00:05:16.600	MAYBE IF I WANT YOU TO	maybe if i want you to		train
GdYNF6g73eI-00:05:16.600-00:05:18.700	GdYNF6g73eI	00:05:16.600	00:05:18.700	AND I'LL ANSWER	and ill answer		train
GdYNF6g73eI-00:05:18.700-00:05:21.800	GdYNF6g73eI	00:05:18.700	00:05:21.800	ALL RIGHT?	all right		train
GdYNF6g73eI-00:05:21.800-00:05:23.300	GdYNF6g73eI	00:05:21.800	00:05:23.300	BECAUSE I THINK	because i think		train
GdYNF6g73eI-00:05:23.300-00:05:26.466	GdYNF6g73eI	00:05:23.300	00:05:26.466	AND I CAN SEE YOU	and i can see you		train
GdYNF6g73eI-00:05:26.466-00:05:28.966	GdYNF6g73eI	00:05:26.466	00:05:28.966	OK, GREAT.	ok great		train
GdYNF6g73eI-00:05:28.966-00:05:30.800	GdYNF6g73eI	00:05:28.966	00:05:30.800	I'D LIKE MY LECTURE	id like my lecture		train
GdYNF6g73eI-00:05:34.100-00:05:37.100	GdYNF6g73eI	00:05:34.100	00:05:37.100	MAYBE MANY OF YOU KNOW	maybe many of you know		train
GdYNF6g73eI-00:05:37.100-00:05:38.600	GdYNF6g73eI	00:05:37.100	00:05:38.600	BUT I DOUBT IT.	but i doubt it		train
GdYNF6g73eI-00:05:38.600-00:05:40.600	GdYNF6g73eI	00:05:38.600	00:05:40.600	I THINK MAYBE THAT'S	i think maybe thats		valid
GdYNF6g73eI-00:05:40.600-00:05:41.933	GdYNF6g73eI	00:05:40.600	00:05:41.933	A FEW PEOPLE.	a few people		train
GdYNF6g73eI-00:05:41.933-00:05:44.833	GdYNF6g73eI	00:05:41.933	00:05:44.833	I WAS BORN IN KANSAS.	i was born in kansas		train
GdYNF6g73eI-00:05:44.833-00:05:47.800	GdYNF6g73eI	00:05:44.833	00:05:47.800	IT WAS A FAMILY	it was a family		train
GdYNF6g73eI-00:05:47.800-00:05:51.833	GdYNF6g73eI	00:05:47.800	00:05:51.833	5 OF WHOM WERE DEAF	5 of whom were deaf		valid
GdYNF6g73eI-00:05:51.833-00:05:56.600	GdYNF6g73eI	00:05:51.833	00:05:56.600	THE 2 BEING THE 3rd	the 2 being the 3rd		train
GdYNF6g73eI-00:05:56.600-00:05:59.400	GdYNF6g73eI	00:05:56.600	00:05:59.400	THE HEARING SANDWICH BETWEEN	the hearing sandwich between		train
GdYNF6g73eI-00:05:59.400-00:06:04.600	GdYNF6g73eI	00:05:59.400	00:06:04.600	I WAS THE 4th CHILD BORN.	i was the 4th child born		train
GdYNF6g73eI-00:06:04.600-00:06:08.600	GdYNF6g73eI	00:06:04.600	00:06:08.600	NOW, MY PARENTS WERE HEARING.	now my parents were hearing		train
GdYNF6g73eI-00:06:08.600-00:06:11.400	GdYNF6g73eI	00:06:08.600	00:06:11.400	THEY DIDN'T REALLY KNOW.	they didnt really know		valid
GdYNF6g73eI-00:06:11.400-00:06:13.066	GdYNF6g73eI	00:06:11.400	00:06:13.066	THEY'RE NOT SURE	theyre not sure		test
GdYNF6g73eI-00:06:13.066-00:06:15.000	GdYNF6g73eI	00:06:13.066	00:06:15.000	THEY THINK THAT PERHAPS	they think that perhaps		train
GdYNF6g73eI-00:06:15.000-00:06:17.500	GdYNF6g73eI	00:06:15.000	00:06:17.500	THAT WAY, WAY BACK THERE WAS	that way way back there was		train
GdYNF6g73eI-00:06:17.500-00:06:19.566	GdYNF6g73eI	00:06:17.500	00:06:19.566	BUT THERE'S NO PROOF.	but theres no proof		test
GdYNF6g73eI-00:06:19.566-00:06:25.100	GdYNF6g73eI	00:06:19.566	00:06:25.100	MY OLDEST SISTER REMEMBERED THAT	my oldest sister remembered that		train
GdYNF6g73eI-00:06:25.100-00:06:29.900	GdYNF6g73eI	00:06:25.100	00:06:29.900	SHE'D SEEN A RELATIVE WHO SEEMED	shed seen a relative who seemed		train
GdYNF6g73eI-00:06:29.900-00:06:31.600	GdYNF6g73eI	00:06:29.900	00:06:31.600	SHE ASKED RELATIVES	she asked relatives		train
GdYNF6g73eI-00:06:31.600-00:06:33.800	GdYNF6g73eI	00:06:31.600	00:06:33.800	"""NO, NO. THAT PERSON CAN HEAR"	no no that person can hear		train
GdYNF6g73eI-00:06:33.800-00:06:35.600	GdYNF6g73eI	00:06:33.800	00:06:35.600	"IT'S A MUTE."""	its a mute		train
GdYNF6g73eI-00:06:35.600-00:06:38.366	GdYNF6g73eI	00:06:35.600	00:06:38.366	SO, THAT'S ONE CLUE THAT	so thats one clue that		train
GdYNF6g73eI-00:06:42.200-00:06:43.966	GdYNF6g73eI	00:06:42.200	00:06:43.966	PERHAPS IT'S JUST THAT WE	perhaps its just that we		train
GdYNF6g73eI-00:06:43.966-00:06:45.400	GdYNF6g73eI	00:06:43.966	00:06:45.400	ABOUT SUCH THINGS	about such things		train
GdYNF6g73eI-00:06:45.400-00:06:50.733	GdYNF6g73eI	00:06:45.400	00:06:50.733	AND THEY DIDN'T WANT ANY PRIOR	and they didnt want any prior		train
GdYNF6g73eI-00:06:50.733-00:06:52.733	GdYNF6g73eI	00:06:50.733	00:06:52.733	MAYBE MY PARENTS HAD	maybe my parents had		train
GdYNF6g73eI-00:06:52.733-00:06:54.566	GdYNF6g73eI	00:06:52.733	00:06:54.566	MAYBE THERE WERE	maybe there were		valid
GdYNF6g73eI-00:06:54.566-00:06:56.600	GdYNF6g73eI	00:06:54.566	00:06:56.600	THAT RESULTED IN THE BIRTH	that resulted in the birth		train
GdYNF6g73eI-00:06:56.600-00:06:59.866	GdYNF6g73eI	00:06:56.600	00:06:59.866	WE REALLY DON'T HAVE	we really dont have		train
GdYNF6g73eI-00:06:59.866-00:07:02.400	GdYNF6g73eI	00:06:59.866	00:07:02.400	BUT IT'S REAL INTERESTING.	but its real interesting		train
GdYNF6g73eI-00:07:02.400-00:07:04.766	GdYNF6g73eI	00:07:02.400	00:07:04.766	IF YOU FEEL THAT I WAS BORN--	if you feel that i was born		train
GdYNF6g73eI-00:07:04.766-00:07:07.666	GdYNF6g73eI	00:07:04.766	00:07:07.666	TO BE BORN INTO A FAMILY WITH	to be born into a family with		train
GdYNF6g73eI-00:07:07.666-00:07:08.800	GdYNF6g73eI	00:07:07.666	00:07:08.800	YOU WOULD BE VERY WRONG.	you would be very wrong		test
GdYNF6g73eI-00:07:08.800-00:07:10.566	GdYNF6g73eI	00:07:08.800	00:07:10.566	IT WAS GREAT TO HAVE	it was great to have		train
GdYNF6g73eI-00:07:10.566-00:07:13.166	GdYNF6g73eI	00:07:10.566	00:07:13.166	WE JUST SIGNED AWAY.	we just signed away		train
GdYNF6g73eI-00:07:13.166-00:07:15.700	GdYNF6g73eI	00:07:13.166	00:07:15.700	NOW, MY PARENTS AND	now my parents and		train
GdYNF6g73eI-00:07:15.700-00:07:17.866	GdYNF6g73eI	00:07:15.700	00:07:17.866	HAD THEIR OWN LITTLE CLIQUE	had their own little clique		train
GdYNF6g73eI-00:07:17.866-00:07:19.366	GdYNF6g73eI	00:07:17.866	00:07:19.366	AS IF THERE WERE 2 LANGUAGES	as if there were 2 languages		test
GdYNF6g73eI-00:07:19.366-00:07:21.600	GdYNF6g73eI	00:07:19.366	00:07:21.600	AND 2 DIFFERENT CULTURES	and 2 different cultures		train
GdYNF6g73eI-00:07:21.600-00:07:25.633	GdYNF6g73eI	00:07:21.600	00:07:25.633	BUT THEY SEEMED TO BE RUNNING	but they seemed to be running		train
GdYNF6g73eI-00:07:25.633-00:07:28.700	GdYNF6g73eI	00:07:25.633	00:07:28.700	I'M NOT SURE I COULD	im not sure i could		train
